TITLE,TOKENS,TOKENS-VAD,V-MED,A-MED,D-MED
Якубин сообщил,"якубин,сообща",сообща (0.418;0.442;0.567) ,0.418,0.442,0.567
РПЦ поддержала созыв Всеправославного собора,"рпц,поддержива,соз,всеправославн,собор",поддержива (0.708;0.471;0.569) ,0.708,0.471,0.569
Пропавший из Софийского собора томос о независимости Украинской раскольнической церкви нашелся,"пропада,софийск,собор,томос,независим,украинск,раскольническ,церков,наход","пропада (0.236;0.480;0.347) ,независим (0.549;0.595;0.447) ",0.393,0.537,0.397
Президентская клиника. Странности избирательной кампании Порошенко,"президентск,клиник,странност,избирательн,кампан,порошенк",странност (0.312;0.557;0.386) ,0.312,0.557,0.386
"Бурджанадзе призвала Грузию не признавать автокефалию ""новой церкви"" Украины","бурджанадз,призыва,груз,признава,автокефал,нов,церков,украин","груз (0.302;0.557;0.538) ,нов (0.917;0.490;0.582) ",0.61,0.524,0.56
Cинод Вселенского патриархата подписал грамоту о предоставлении независимости новой Православной церкви Украины,"синод,вселенск,патриархат,подписыва,грамот,предоставлен,независим,нов,православн,церков,украин","независим (0.549;0.595;0.447) ,нов (0.917;0.490;0.582) ",0.733,0.542,0.514
Рябков не сомневается в выполнении Россией контракта на поставку С-400 в Индию,"рябк,сомнева,выполнен,росс,контракт,поставк,инд",сомнева (0.224;0.560;0.189) ,0.224,0.56,0.189
Все члены синода Константинополя подписали томос для новой церкви Украины,"ве,член,синод,константинопол,подписыва,томос,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Подписан томос о предоставлении автокефалии новой церкви Украины,"подписыва,томос,предоставлен,автокефал,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Все члены синода Константинополя подписали томос для новой церкви Украины,"ве,член,синод,константинопол,подписыва,томос,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
В Стамбуле начался синод Вселенского патриархата,"стамбул,начина,синод,вселенск,патриархат",начина (0.490;0.480;0.387) ,0.49,0.48,0.387
"Константинополь окончательно оформил томос об автокефалии ""новой церкви"" Украины","константинопол,окончательн,оформля,томос,автокефал,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"Похитители Рождества. Как ""Правый сектор""* принес политику в храмы Украины","похитител,рождеств,прав,сектор,принос,политик,храм,украин","прав (0.458;0.473;0.444) ,принос (0.635;0.460;0.462) ",0.546,0.467,0.453
СМИ России: нестабильность рубля бьет по населению,"сми,росс,нестабильн,рубл,бит,населен","нестабильн (0.177;0.760;0.353) ,бит (0.279;0.647;0.492) ",0.228,0.704,0.422
Как на Украине погибнут черти. Украинское православие времен раскола и испытаний,"украин,погиба,черт,украинск,православ,врем,раскол,испытан","погиба (0.296;0.570;0.415) ,черт (0.073;0.784;0.431) ",0.184,0.677,0.423
"Синод Греции не признал ""новую церковь"" Украины","синод,грец,признава,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Из Киево-Печерской лавры исчезли ценные иконы,"киев,печерск,лавр,исчеза,цен,икон",исчеза (0.143;0.441;0.350) ,0.143,0.441,0.35
Автокефалия с ограниченной ответственностью,"автокефал,ограничен,ответствен",ограничен (0.365;0.539;0.569) ,0.365,0.539,0.569
Порошенко присвоил патриарху новой церкви звание Героя Украины,"порошенк,присваива,патриарх,нов,церков,зван,гер,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Глава Польской церкви отказался признавать Епифания священником,"глав,польск,церков,отказыва,признава,епифан,священник","глав (0.550;0.410;0.345) ,отказыва (0.235;0.509;0.321) ",0.393,0.46,0.333
Приключения томоса в Киеве. Куда раскольники дели свой главный документ,"приключен,томос,ки,раскольник,дева,сво,главн,документ",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Ситуацию на Украине обсудят на специальном заседании Синода,"ситуац,украин,обсужда,специальн,заседан,синод",обсужда (0.396;0.769;0.509) ,0.396,0.769,0.509
"Интронизация главы ""новой церкви"" Украины может состояться 3 февраля","интронизац,глав,нов,церков,украин,моч,состоя,феврал","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ,моч (0.449;0.529;0.391) ",0.639,0.476,0.439
Украинский томос об автокефалии увезли обратно в Стамбул,"украинск,томос,автокефал,увезт,обратн,стамбул",обратн (0.594;0.406;0.598) ,0.594,0.406,0.598
Томос об автокефалии увезли из Софийского монастыря в Киеве,"томос,автокефал,увезт,софийск,монастыр,ки","монастыр (0.438;0.413;0.475) ,ки (0.521;0.433;0.484) ",0.48,0.423,0.479
Двух зайцев: Интронизация Епифания может пройти 3 февраля - в день его рождения,"заяц,интронизац,епифан,моч,проход,феврал,ден,рожден","заяц (0.620;0.410;0.345) ,моч (0.449;0.529;0.391) ,рожден (0.896;0.655;0.536) ",0.655,0.531,0.424
"Томос об автокефалии ""новой церкви"" Украины вернули в Стамбул","томос,автокефал,нов,церков,украин,вернут,стамбул","нов (0.917;0.490;0.582) ,вернут (0.602;0.412;0.463) ",0.76,0.451,0.522
"Филарет: Без объединения с УПЦ МП ""новая церковь"" Украины не станет патриархатом","филарет,объединен,упц,мп,нов,церков,украин,станов,патриархат",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Томос об автокефалии ПЦУ пропал в Киеве,"томос,автокефал,пцу,пропада,ки","пропада (0.236;0.480;0.347) ,ки (0.521;0.433;0.484) ",0.379,0.457,0.415
Сейчас вылетит Антихрист: Рунет об интервью патриарха Кирилла,"вылета,антихрист,рунет,интерв,патриарх,кирилл",антихрист (0.082;0.837;0.544) ,0.082,0.837,0.544
Из Софийского монастыря в Киеве забрали томос,"софийск,монастыр,ки,забира,томос","монастыр (0.438;0.413;0.475) ,ки (0.521;0.433;0.484) ",0.48,0.423,0.479
Новая церковь: Томос - в Стамбуле на подписании,"нов,церков,томос,стамбул,подписан",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Сербский митрополит сравнил действия Константинополя на Украине с созданием секты,"сербск,митропол,сравнива,действ,константинопол,украин,создан,сект","действ (0.698;0.643;0.500) ,сект (0.265;0.667;0.526) ",0.481,0.655,0.513
На Украине потеряли томос об автокефалии,"украин,потеря,томос,автокефал",потеря (0.115;0.538;0.176) ,0.115,0.538,0.176
"Из Софии Киевской забрали томос об автокефалии ""новой церкви""","соф,киевск,забира,томос,автокефал,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Минкульт Украины опроверг информацию о возврате томоса в Стамбул - СМИ,"минкульт,украин,опроверга,информац,возврат,томос,стамбул,сми",возврат (0.541;0.528;0.430) ,0.541,0.528,0.43
Украина отреагировала на сообщения о возврате томоса в Стамбул,"украин,отреагирова,сообщен,возврат,томос,стамбул",возврат (0.541;0.528;0.430) ,0.541,0.528,0.43
Создание церкви не спасет Порошенко от проигрыша на выборах — эксперт,"создан,церков,спаса,порошенк,проигрыш,выбор,эксперт",проигрыш (0.076;0.686;0.223) ,0.076,0.686,0.223
"Савченко: ""Объединительный собор"" - часть предвыборной кампании Порошенко","савченк,объединительн,собор,част,предвыборн,кампан,порошенк",част (0.594;0.481;0.525) ,0.594,0.481,0.525
"Савченко назвала создание ""новой церкви"" предвыборной кампанией Порошенко","савченк,называ,создан,нов,церков,предвыборн,кампан,порошенк",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
El Pais: Церковь Украины с помпой празднует свою независимость в Стамбуле,"el,pais,церков,украин,помп,празднова,сво,независим,стамбул",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Расколотая украинская церковь отмечает Рождество,"раскалыва,украинск,церков,отмеча,рождеств",раскалыва (0.296;0.545;0.389) ,0.296,0.545,0.389
Томос об автокефалии украинской церкви вернется в Стамбул для подписания синодом,"томос,автокефал,украинск,церков,вернут,стамбул,подписан,синод",вернут (0.602;0.412;0.463) ,0.602,0.412,0.463
Патриарх Кирилл назвал великим грехом разрушение единства православной церкви,"патриарх,кирилл,называ,велик,грех,разрушен,единств,православн,церков",разрушен (0.031;0.696;0.288) ,0.031,0.696,0.288
Константинополь обязал главу ПЦУ молиться за патриарха Кирилла на литургиях,"константинопол,обязыва,глав,пцу,мол,патриарх,кирилл,литург","глав (0.550;0.410;0.345) ,мол (0.602;0.480;0.453) ",0.576,0.445,0.399
Не выдержал: священник упал в обморок около Порошенко перед подписанием томоса,"выдержива,священник,упаст,обморок,окол,порошенк,подписан,томос","выдержива (0.370;0.548;0.571) ,обморок (0.333;0.510;0.214) ",0.352,0.529,0.392
ПЦУ придется вернуть томос об автокефалии обратно в Стамбул,"пцу,приход,вернут,томос,автокефал,обратн,стамбул","вернут (0.602;0.412;0.463) ,обратн (0.594;0.406;0.598) ",0.598,0.409,0.53
"Томос об автокефалии ""новой церкви"" Украины вернут в Стамбул","томос,автокефал,нов,церков,украин,вернут,стамбул","нов (0.917;0.490;0.582) ,вернут (0.602;0.412;0.463) ",0.76,0.451,0.522
"Порошенко: Украина разорвала ""последние путы"" Москвы","порошенк,украин,разрыва,последн,пут,москв","разрыва (0.156;0.635;0.451) ,пут (0.646;0.410;0.519) ",0.401,0.522,0.485
"Порошенко заявил об освобождении ПЦУ от ""московской неволи""","порошенк,заявля,освобожден,пцу,московск,невол",невол (0.225;0.493;0.387) ,0.225,0.493,0.387
Эксперт: томос фактически подчиняет новую украинскую церковь Константинополю,"эксперт,томос,фактическ,подчиня,нов,украинск,церков,константинопол",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
В Киеве верующие устремились в Киево-Печерскую Лавру,"ки,вер,устремля,киев,печерск,лавр",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
В присутствии Порошенко Епифаний позволил себе недопустимое,"присутств,порошенк,епифан,позволя,недопустим","позволя (0.698;0.429;0.538) ,недопустим (0.188;0.464;0.352) ",0.443,0.447,0.445
Томос ПЦУ отвезут обратно в Стамбул,"томос,пцу,отвоз,обратн,стамбул",обратн (0.594;0.406;0.598) ,0.594,0.406,0.598
"Томос об автокефалии ""новой церкви"" Украины выставлен в Софийском соборе","томос,автокефал,нов,церков,украин,выставля,софийск,собор",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Найдутся ли ответственные за бездарный провал на Украине?,"наход,ответствен,бездарн,прова,украин",прова (0.125;0.490;0.268) ,0.125,0.49,0.268
Оберег против российских бесов. Споры о томосе продолжаются,"оберег,прот,российск,бес,спор,томос,продолжа",спор (0.093;0.798;0.525) ,0.093,0.798,0.525
Томос об автокефалии ПЦУ выставили на обозрение в Софийском соборе Киева,"томос,автокефал,пцу,выставля,обозрен,софийск,собор,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Украине пришлось вернуть томос об автокефалии,"украин,приход,вернут,томос,автокефал",вернут (0.602;0.412;0.463) ,0.602,0.412,0.463
Оппозиция обжалует в Конституционном суде все решения Рады в вопросах церкви на Украине,"оппозиц,обжалова,конституцион,суд,ве,решен,рад,вопрос,церков,украин","оппозиц (0.135;0.729;0.592) ,рад (0.573;0.402;0.358) ,вопрос (0.316;0.819;0.351) ",0.341,0.65,0.434
Власти Украины вернут томос в Стамбул в ближайшие дни,"власт,украин,вернут,томос,стамбул,близк,ден",вернут (0.602;0.412;0.463) ,0.602,0.412,0.463
Унижение томосом. Уникально ущербная украинская автокефалия,"унижен,томос,уникальн,ущербн,украинск,автокефал",унижен (0.354;0.590;0.417) ,0.354,0.59,0.417
Как в Киеве томос праздновали - видео,"ки,томос,празднова,виде","ки (0.521;0.433;0.484) ,виде (0.646;0.577;0.427) ",0.584,0.505,0.456
Томос придется вернуть,"томос,приход,вернут",вернут (0.602;0.412;0.463) ,0.602,0.412,0.463
В Киеве сообщили о возвращении томоса об автокефалии ПЦУ в Стамбул,"ки,сообща,возвращен,томос,автокефал,пцу,стамбул","ки (0.521;0.433;0.484) ,сообща (0.418;0.442;0.567) ",0.47,0.438,0.525
Русская церковь в Канаде считает беззаконием передачу томоса Православной церкви Украины,"русск,церков,канад,счита,беззакон,передач,томос,православн,церков,украин","счита (0.500;0.562;0.547) ,беззакон (0.219;0.567;0.425) ,передач (0.615;0.520;0.455) ",0.445,0.55,0.476
Священнику стало плохо рядом с Петром Порошенко,"священник,станов,плох,ряд,петр,порошенк",плох (0.125;0.625;0.373) ,0.125,0.625,0.373
Томос увезут из Киева обратно в Стамбул после Рождества из-за неразберихи с подписями,"томос,увезт,ки,обратн,стамбул,рождеств,неразберих,подп","ки (0.521;0.433;0.484) ,обратн (0.594;0.406;0.598) ",0.557,0.419,0.541
Порошенко и Епифаний дали всем посмотреть томос об автокефалии,"порошенк,епифан,дава,посмотрет,томос,автокефал",посмотрет (0.633;0.588;0.586) ,0.633,0.588,0.586
Томос об автокефалии ПЦУ выставлен на обозрение в Софийском соборе Киева,"томос,автокефал,пцу,выставля,обозрен,софийск,собор,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
На Рождество в Киеве в усиленном режиме дежурит тысяча полицейских и нацгвардейцев,"рождеств,ки,усилен,реж,дежур,тысяч,полицейск,нацгвардеец",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
"Просто две раскольнические группировки объединились - патриарх Кирилл о ""новой церкви"" Украины","прост,раскольническ,группировк,объединя,патриарх,кирилл,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Путин встретил Рождество в Спасо-Преображенском соборе Петербурга,"путин,встреча,рождеств,спас,преображенск,собор,петербург",спас (0.365;0.755;0.518) ,0.365,0.755,0.518
СМИ сообщают о прибытии из Стамбула на украинскую землю томоса для раскольников,"сми,сообща,прибыт,стамбул,украинск,земл,томос,раскольник","сообща (0.418;0.442;0.567) ,прибыт (0.678;0.510;0.474) ",0.548,0.476,0.52
Сообщается о прибытии из Стамбула томоса для раскольников на украинскую землю,"сообща,прибыт,стамбул,томос,раскольник,украинск,земл","сообща (0.418;0.442;0.567) ,прибыт (0.678;0.510;0.474) ",0.548,0.476,0.52
Представитель Порошенко в Раде заявила,"представител,порошенк,рад,заявля",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Пресса Британии: Москва и Киев решили сразиться на небесах,"пресс,британ,москв,ки,реша,сража,неб","ки (0.521;0.433;0.484) ,сража (0.133;0.920;0.585) ",0.327,0.676,0.534
"На Украине назвали самое ""болезненное"" положение томоса об автокефалии","украин,называ,сам,болезнен,положен,томос,автокефал","болезнен (0.120;0.694;0.339) ,положен (0.450;0.520;0.547) ",0.285,0.607,0.443
"В Киеве указали на самое ""болезненное"" положение томоса для ПЦУ","ки,указыва,сам,болезнен,положен,томос,пцу","ки (0.521;0.433;0.484) ,болезнен (0.120;0.694;0.339) ,положен (0.450;0.520;0.547) ",0.364,0.549,0.457
"В Киеве определили самое ""болезненное"" положение томоса об автокефалии","ки,определя,сам,болезнен,положен,томос,автокефал","ки (0.521;0.433;0.484) ,болезнен (0.120;0.694;0.339) ,положен (0.450;0.520;0.547) ",0.364,0.549,0.457
"На Украине назвали самое ""болезненное"" положение томоса","украин,называ,сам,болезнен,положен,томос","болезнен (0.120;0.694;0.339) ,положен (0.450;0.520;0.547) ",0.285,0.607,0.443
У новой Православной церкви Украины появился свой сайт,"нов,православн,церков,украин,появля,сво,сайт",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Архиепископ РПЦЗ в Канаде назвал беззаконием передачу томоса раскольникам на Украине,"архиепископ,рпцз,канад,называ,беззакон,передач,томос,раскольник,украин","беззакон (0.219;0.567;0.425) ,передач (0.615;0.520;0.455) ",0.417,0.543,0.44
Томос об автокефалии украинской церкви доставили в Киев,"томос,автокефал,украинск,церков,доставля,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
Киев готовится к первой рождественской литургии после томоса,"ки,готов,перв,рождественск,литург,томос","ки (0.521;0.433;0.484) ,готов (0.847;0.500;0.412) ",0.684,0.467,0.448
"На Украину доставили томос о предоставлении автокефалии ""новой церкви""","украин,доставля,томос,предоставлен,автокефал,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Томос для украинских раскольников доставлен в Киев,"томос,украинск,раскольник,доставля,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
На Украине священники и прихожане Канонической церкви молятся о мире и единстве православия,"украин,священник,прихожанин,каноническ,церков,мол,мир,единств,православ",мол (0.602;0.480;0.453) ,0.602,0.48,0.453
Глава МИД Украины: Россия воспользуется решением о независимости украинской церкви для провокаций,"глав,мид,украин,росс,воспользова,решен,независим,украинск,церков,провокац","глав (0.550;0.410;0.345) ,независим (0.549;0.595;0.447) ",0.55,0.502,0.396
Поклонская опасается разграбления имущества УПЦ после получения томоса раскольниками,"поклонск,опаса,разграблен,имуществ,упц,получен,томос,раскольник",опаса (0.406;0.592;0.431) ,0.406,0.592,0.431
Томос раскола. Варфоломей и Порошенко нанесли геополитический удар по Православию,"томос,раскол,варфолом,порошенк,нанос,геополитическ,удар,православ",удар (0.385;0.546;0.463) ,0.385,0.546,0.463
"В Раде ""пляски с томосом"" назвали ""информационным мусором""","рад,пляск,томос,называ,информацион,мусор",рад (0.573;0.402;0.358) ,0.573,0.402,0.358
Томос о предоставлении церковной независимости передана предстоятелю автокефальной украинской церкви Епифанию,"томос,предоставлен,церковн,независим,передава,предстоятел,автокефальн,украинск,церков,епифан",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Порошенко заявил о невозможности подкупить Вселенского патриарха,"порошенк,заявля,невозможн,подкупа,вселенск,патриарх",невозможн (0.170;0.625;0.306) ,0.17,0.625,0.306
Жизнь после томоса: Конфликт между новой церковью и канонической УПЦ неминуем,"жизн,томос,конфликт,нов,церков,каноническ,упц,неминуем","конфликт (0.335;0.906;0.471) ,нов (0.917;0.490;0.582) ",0.626,0.698,0.526
Константинополь выдал Украине томос новейшего образца,"константинопол,выдава,украин,томос,нов,образец","нов (0.917;0.490;0.582) ,образец (0.448;0.520;0.569) ",0.682,0.505,0.575
Томос об автокефалии выставят на всеобщее обозрение в Киеве,"томос,автокефал,выставля,всеобщ,обозрен,ки",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
"РПЦ: ни один предстоятель еще не поздравил главу ""новой церкви"" Украины","рпц,предстоятел,поздравля,глав,нов,церков,украин","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Патриархи Иоанн и Ириней не поддержали новую церковь Украины,"патриарх,иоан,ирин,поддержива,нов,церков,украин","поддержива (0.708;0.471;0.569) ,нов (0.917;0.490;0.582) ",0.812,0.48,0.575
"Каноническая УПЦ не будет проводить богослужения с ""новой"" ПЦУ","каноническ,упц,провод,богослужен,нов,пцу",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
В ответ на вопрос о главе церкви Порошенко заявил,"ответ,вопрос,глав,церков,порошенк,заявля","вопрос (0.316;0.819;0.351) ,глав (0.550;0.410;0.345) ",0.433,0.614,0.348
"Бойцы ""Правого сектора""* блокируют православные храмы на Украине","боец,прав,сектор,блокирова,православн,храм,украин",прав (0.458;0.473;0.444) ,0.458,0.473,0.444
Каноническая УПЦ не будет проводить службы вместе с новой церковью,"каноническ,упц,провод,служб,вмест,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Порошенко назвал томос одним из актов о независимости Украины и назвал Россию агрессором,"порошенк,называ,томос,акт,независим,украин,называ,росс,агрессор",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
УПЦ отказалась проводить службы с ПЦУ,"упц,отказыва,провод,служб,пцу",отказыва (0.235;0.509;0.321) ,0.235,0.509,0.321
Накануне Рождества. Процесс создания украинской церкви завершен,"наканун,рождеств,процесс,создан,украинск,церков,заверша",заверша (0.556;0.550;0.578) ,0.556,0.55,0.578
Украинская церковь получила указ о независимости,"украинск,церков,получа,указ,независим","указ (0.520;0.418;0.446) ,независим (0.549;0.595;0.447) ",0.534,0.506,0.447
Варфоломей получил шоколад,"варфолом,получа,шоколад",шоколад (0.885;0.480;0.418) ,0.885,0.48,0.418
Константинопольский патриарх вручил киевскому митрополиту Епифанию грамоту о независимости Украинской церкви,"константинопольск,патриарх,вруча,киевск,митропол,епифан,грамот,независим,украинск,церков",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Вселенский патриарх вручил томос главе новой православной церкви Украины,"вселенск,патриарх,вруча,томос,глав,нов,православн,церков,украин","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Томос взят. Православная церковь Украины получила независимость,"томос,взят,православн,церков,украин,получа,независим",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
"Золотарев: Проект ""томос"" был создан на деньги криминальной днепропетровской ""братвы""","золотар,проект,томос,создава,деньг,криминальн,днепропетровск,братв",братв (0.350;0.462;0.350) ,0.35,0.462,0.35
Политолог: Томос - разновидность административного ресурса,"политолог,томос,разновидн,административн,ресурс",административн (0.542;0.415;0.579) ,0.542,0.415,0.579
Рождество готовятся отмечать на Украине,"рождеств,готов,отмеча,украин",готов (0.847;0.500;0.412) ,0.847,0.5,0.412
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Константинопольский патриарх сегодня вручит томос об автокефалии предстоятелю новой украинской церкви Епифанию,"константинопольск,патриарх,сегодн,вруча,томос,автокефал,предстоятел,нов,украинск,церков,епифан",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Митрополит Киевский Епифаний получит сегодня грамоту о независимости Православной церкви Украины,"митропол,киевск,епифан,получа,сегодн,грамот,независим,православн,церков,украин",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
"Глава БПЦ назвал подписание томоса для Украины ""политической авантюрой""","глав,бпц,называ,подписан,томос,украин,политическ,авантюр","глав (0.550;0.410;0.345) ,авантюр (0.568;0.798;0.361) ",0.559,0.604,0.353
В Стамбуле в Храме Святого Георгия вместо молитвы президент Украины произнес пылкую речь,"стамбул,храм,свят,георг,вмест,молитв,президент,украин,произнос,пылк,реч",произнос (0.653;0.520;0.563) ,0.653,0.52,0.563
Появилась фотография грамоты о независимости,"появля,фотограф,грамот,независим",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
Константинопольский патриархат прирезал часть украинской церкви,"константинопольск,патриархат,приреза,част,украинск,церков",част (0.594;0.481;0.525) ,0.594,0.481,0.525
"Дочки-матери: Варфоломей указал на ""мачеху"" украинской церкви","дочк,мат,варфолом,указыва,мачех,украинск,церков",мачех (0.427;0.530;0.484) ,0.427,0.53,0.484
"В Московском патриархате заявили о нарушении всех православных канонов при подписании томоса для ""новой церкви"" Украины","московск,патриархат,заявля,нарушен,ве,православн,канон,подписан,томос,нов,церков,украин","нарушен (0.177;0.745;0.423) ,канон (0.385;0.519;0.541) ,нов (0.917;0.490;0.582) ",0.493,0.585,0.515
Парубий резко высказался о переименовании канонической УПЦ,"паруб,резк,высказыва,переименован,каноническ,упц",резк (0.250;0.808;0.556) ,0.25,0.808,0.556
"СЦУ - это не то, что вы подумали: Название новой церкви Украины взорвало Сеть","сцу,эт,подума,назван,нов,церков,украин,взрыва,сет",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"Константинополь назвал РПЦ ""мачехой"" и обязался поддерживать украинскую церковь","константинопол,называ,рпц,мачех,обязыва,поддержива,украинск,церков","мачех (0.427;0.530;0.484) ,поддержива (0.708;0.471;0.569) ",0.568,0.5,0.526
Радикалы готовят провокации возле собора в Чернигове - УПЦ,"радика,готов,провокац,возл,собор,черниг,упц",готов (0.847;0.500;0.412) ,0.847,0.5,0.412
Слуцкий: подписание томоса для так называемой ПЦУ усугубит раскол православия на Украине,"слуцк,подписан,томос,называ,пцу,усугубля,раскол,православ,украин",усугубля (0.108;0.778;0.357) ,0.108,0.778,0.357
Константинопольский патриарх Варфоломей подписал указ о независимости Православной церкви Украины,"константинопольск,патриарх,варфолом,подписыва,указ,независим,православн,церков,украин","указ (0.520;0.418;0.446) ,независим (0.549;0.595;0.447) ",0.534,0.506,0.447
Вселенский Патриарх подписал документ о независимости Православной церкви Украины,"вселенск,патриарх,подписыва,документ,независим,православн,церков,украин",независим (0.549;0.595;0.447) ,0.549,0.595,0.447
"В РПЦ назвали томос для украинской церкви ""попыткой украсть Рождество""","рпц,называ,томос,украинск,церков,попытк,украст,рождеств","попытк (0.625;0.491;0.431) ,украст (0.021;0.856;0.528) ",0.323,0.673,0.48
В Виннице общину храма канонической церкви выселили из-за отказа переходить в ПЦУ,"винниц,общин,храм,каноническ,церков,выселя,отказ,переход,пцу","выселя (0.042;0.632;0.377) ,переход (0.605;0.561;0.558) ",0.324,0.597,0.468
В Виннице выселили общину храма Александра Невского,"винниц,выселя,общин,храм,александр,невск",выселя (0.042;0.632;0.377) ,0.042,0.632,0.377
"Константинопольский патриарх Варфоломей подписал томос автокефалии ""новой церкви"" Украины","константинопольск,патриарх,варфолом,подписыва,томос,автокефал,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"В УПЦ назвали нарушением всех возможных правил предоставление автокефалии ""новой церкви"" Украины","упц,называ,нарушен,ве,возможн,прав,предоставлен,автокефал,нов,церков,украин","нарушен (0.177;0.745;0.423) ,прав (0.458;0.473;0.444) ,нов (0.917;0.490;0.582) ",0.517,0.569,0.483
"Патриарх Варфоломей подписал томос об автокефалии ""новой церкви"" Украины","патриарх,варфолом,подписыва,томос,автокефал,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Новая деспотия: никто не знает,"нов,деспот,никт,знат",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Случаи захвата российских моряков в заложники с 2010 года,"случа,захват,российск,моряк,заложник,год","случа (0.520;0.663;0.585) ,захват (0.357;0.650;0.537) ,заложник (0.163;0.923;0.325) ",0.347,0.745,0.482
Депутат назвал подписание томоса для Украины наглым шагом при поддержке США,"депутат,называ,подписан,томос,украин,нагл,шаг,поддержк,сша",нагл (0.292;0.640;0.518) ,0.292,0.64,0.518
Попытки создания автокефальной православной церкви на Украине,"попытк,создан,автокефальн,православн,церков,украин",попытк (0.625;0.491;0.431) ,0.625,0.491,0.431
Патриарх Варфоломей подписал указ об украинской автокефалии,"патриарх,варфолом,подписыва,указ,украинск,автокефал",указ (0.520;0.418;0.446) ,0.52,0.418,0.446
УПЦ: Предоставление автокефалии украинским раскольникам нарушает все апостольские правила,"упц,предоставлен,автокефал,украинск,раскольник,наруша,ве,апостольск,прав","наруша (0.357;0.618;0.472) ,прав (0.458;0.473;0.444) ",0.407,0.545,0.458
Томос для Киева: Варфоломей подписал духовную капитуляцию,"томос,ки,варфолом,подписыва,духовн,капитуляц",ки (0.521;0.433;0.484) ,0.521,0.433,0.484
"Томос для украинской ""новой церкви"" подписан патриархом Варфоломеем","томос,украинск,нов,церков,подписыва,патриарх,варфолом",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Парубий внесет в Верховную Раду законопроект о юридической процедуре перехода общин в ПЦУ,"паруб,внос,верховн,рад,законопроект,юридическ,процедур,переход,общин,пцу","рад (0.573;0.402;0.358) ,законопроект (0.396;0.402;0.535) ,переход (0.605;0.561;0.558) ",0.525,0.455,0.484
Патриарх Варфоломей подписал томос для новой украинской церковной структуры,"патриарх,варфолом,подписыва,томос,нов,украинск,церковн,структур",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
